id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
533,2015,Pune,2015-04-21,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,37,0,CH Gayle,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
534,2016,Delhi,2016-04-01,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,2,DA Warner,Arun Jaitley Stadium,Umpire A,Umpire B
535,2016,Chennai,2016-04-29,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,normal,0,Delhi Capitals,43,0,V Kohli,MA Chidambaram Stadium,Umpire A,Umpire B
536,2016,Pune,2016-04-13,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,normal,0,Sunrisers Hyderabad,32,0,CH Gayle,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
537,2016,Chennai,2016-04-17,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,SK Raina,MA Chidambaram Stadium,Umpire A,Umpire B
538,2016,Hyderabad,2016-04-22,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,0,Punjab Kings,0,8,HH Pandya,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
539,2016,Hyderabad,2016-04-13,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,51,0,IS Sodhi,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
540,2016,Pune,2016-04-24,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,normal,0,Gujarat Titans,58,0,CH Gayle,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
541,2016,Kolkata,2016-04-04,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,6,0,SR Watson,Eden Gardens,Umpire A,Umpire B
542,2016,Chennai,2016-04-08,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Mumbai Indians,10,0,V Kohli,MA Chidambaram Stadium,Umpire A,Umpire B
543,2016,Delhi,2016-04-08,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,normal,0,Delhi Capitals,10,0,S Dhawan,Arun Jaitley Stadium,Umpire A,Umpire B
544,2016,Mumbai,2016-04-18,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,52,0,PP Shaw,Wankhede Stadium,Umpire A,Umpire B
545,2016,Delhi,2016-04-03,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,40,0,SK Raina,Arun Jaitley Stadium,Umpire A,Umpire B
546,2016,Hyderabad,2016-04-27,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Punjab Kings,0,5,RG Sharma,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
547,2016,Jaipur,2016-04-28,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,12,0,RG Sharma,Sawai Mansingh Stadium,Umpire A,Umpire B
548,2016,Chennai,2016-04-14,Punjab Kings,Chennai Super Kings,Punjab Kings,field,normal,0,Punjab Kings,0,5,SR Watson,MA Chidambaram Stadium,Umpire A,Umpire B
549,2016,Ahmedabad,2016-04-07,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,4,SK Raina,Narendra Modi Stadium,Umpire A,Umpire B
550,2016,Pune,2016-04-28,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,16,0,IS Sodhi,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
551,2016,Mohali,2016-04-13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,1,AB de Villiers,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
552,2016,Ahmedabad,2016-04-26,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,0,9,PP Shaw,Narendra Modi Stadium,Umpire A,Umpire B
553,2016,Delhi,2016-04-16,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,0,Royal Challengers Bangalore,0,8,JM Bairstow,Arun Jaitley Stadium,Umpire A,Umpire B
554,2016,Pune,2016-04-23,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,HH Pandya,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
555,2016,Hyderabad,2016-04-01,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,0,5,Q de Kock,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
556,2016,Delhi,2016-04-12,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,2,0,JM Bairstow,Arun Jaitley Stadium,Umpire A,Umpire B
557,2016,Chennai,2016-04-07,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,3,IS Sodhi,MA Chidambaram Stadium,Umpire A,Umpire B
558,2016,Chennai,2016-04-28,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,44,0,RG Sharma,MA Chidambaram Stadium,Umpire A,Umpire B
559,2016,Delhi,2016-04-24,Punjab Kings,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,6,V Kohli,Arun Jaitley Stadium,Umpire A,Umpire B
560,2016,Ahmedabad,2016-04-01,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Gujarat Titans,56,0,SK Raina,Narendra Modi Stadium,Umpire A,Umpire B
561,2016,Mumbai,2016-04-18,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,18,0,KS Williamson,Wankhede Stadium,Umpire A,Umpire B
562,2016,Mohali,2016-04-08,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,normal,0,Chennai Super Kings,0,8,JM Bairstow,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
563,2016,Chennai,2016-04-24,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,no result,0,,0,0,HH Pandya,MA Chidambaram Stadium,Umpire A,Umpire B
564,2016,Delhi,2016-04-02,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,2,SR Watson,Arun Jaitley Stadium,Umpire A,Umpire B
565,2016,Pune,2016-04-21,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,normal,0,Punjab Kings,55,0,SR Watson,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
566,2016,Mumbai,2016-04-19,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,DA Warner,Wankhede Stadium,Umpire A,Umpire B
567,2016,Jaipur,2016-04-04,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,42,0,CH Gayle,Sawai Mansingh Stadium,Umpire A,Umpire B
568,2016,Kolkata,2016-04-27,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,normal,0,Rajasthan Royals,0,2,KL Rahul,Eden Gardens,Umpire A,Umpire B
569,2016,Hyderabad,2016-04-13,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,bat,normal,0,Gujarat Titans,21,0,AB de Villiers,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
570,2016,Hyderabad,2016-04-09,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,5,RR Pant,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
571,2016,Bangalore,2016-04-07,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,no result,0,,0,0,RG Sharma,M Chinnaswamy Stadium,Umpire A,Umpire B
572,2016,Pune,2016-04-03,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,0,9,JM Bairstow,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
573,2016,Chennai,2016-04-19,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,HH Pandya,MA Chidambaram Stadium,Umpire A,Umpire B
574,2016,Hyderabad,2016-04-17,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,0,4,KA Pollard,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
575,2016,Bangalore,2016-04-14,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,V Kohli,M Chinnaswamy Stadium,Umpire A,Umpire B
576,2016,Jaipur,2016-04-10,Punjab Kings,Gujarat Titans,Punjab Kings,bat,normal,0,Punjab Kings,56,0,KA Pollard,Sawai Mansingh Stadium,Umpire A,Umpire B
577,2016,Hyderabad,2016-04-15,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,35,0,RR Pant,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
578,2016,Pune,2016-04-29,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,normal,0,Rajasthan Royals,0,5,S Dhawan,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
579,2016,Ahmedabad,2016-04-27,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,79,0,G Gambhir,Narendra Modi Stadium,Umpire A,Umpire B
580,2016,Pune,2016-04-14,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,normal,0,Delhi Capitals,40,0,HH Pandya,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
581,2016,Hyderabad,2016-04-19,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,0,7,JM Bairstow,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
582,2016,Bangalore,2016-04-16,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,normal,0,Rajasthan Royals,0,8,Q de Kock,M Chinnaswamy Stadium,Umpire A,Umpire B
583,2016,Delhi,2016-04-16,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,normal,0,Lucknow Super Giants,0,4,G Gambhir,Arun Jaitley Stadium,Umpire A,Umpire B
584,2016,Mumbai,2016-04-24,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,0,1,DA Warner,Wankhede Stadium,Umpire A,Umpire B
585,2016,Jaipur,2016-04-11,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,62,0,KL Rahul,Sawai Mansingh Stadium,Umpire A,Umpire B
586,2016,Bangalore,2016-04-14,Rajasthan Royals,Punjab Kings,Punjab Kings,field,no result,0,,0,0,KA Pollard,M Chinnaswamy Stadium,Umpire A,Umpire B
587,2016,Ahmedabad,2016-04-20,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Lucknow Super Giants,69,0,AB de Villiers,Narendra Modi Stadium,Umpire A,Umpire B
588,2016,Ahmedabad,2016-04-02,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,V Kohli,Narendra Modi Stadium,Umpire A,Umpire B
589,2016,Mumbai,2016-04-07,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,normal,0,Delhi Capitals,0,6,AM Rahane,Wankhede Stadium,Umpire A,Umpire B
590,2016,Ahmedabad,2016-04-03,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,72,0,RR Pant,Narendra Modi Stadium,Umpire A,Umpire B
591,2016,Bangalore,2016-04-02,Gujarat Titans,Rajasthan Royals,Gujarat Titans,bat,normal,0,Gujarat Titans,5,0,KL Rahul,M Chinnaswamy Stadium,Umpire A,Umpire B
592,2016,Hyderabad,2016-04-15,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,field,normal,0,Delhi Capitals,0,7,CH Gayle,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
593,2016,Kolkata,2016-04-02,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,7,AM Rahane,Eden Gardens,Umpire A,Umpire B
594,2016,Ahmedabad,2016-04-12,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,73,0,DA Warner,Narendra Modi Stadium,Umpire A,Umpire B
595,2016,Mohali,2016-04-05,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,1,KL Rahul,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
596,2016,Mumbai,2016-04-06,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,51,0,RG Sharma,Wankhede Stadium,Umpire A,Umpire B
597,2016,Mumbai,2016-04-05,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,V Kohli,Wankhede Stadium,Umpire A,Umpire B
598,2016,Chennai,2016-04-14,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,normal,0,Delhi Capitals,0,1,PP Shaw,MA Chidambaram Stadium,Umpire A,Umpire B
599,2016,Chennai,2016-04-28,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Lucknow Super Giants,18,0,IS Sodhi,MA Chidambaram Stadium,Umpire A,Umpire B
600,2017,Pune,2017-04-29,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Royal Challengers Bangalore,4,0,KL Rahul,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
601,2017,Hyderabad,2017-04-01,Gujarat Titans,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,7,HH Pandya,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
602,2017,Bangalore,2017-04-12,Punjab Kings,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,1,0,PP Shaw,M Chinnaswamy Stadium,Umpire A,Umpire B
603,2017,Pune,2017-04-29,Gujarat Titans,Punjab Kings,Punjab Kings,field,normal,0,Gujarat Titans,0,4,KA Pollard,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
604,2017,Chennai,2017-04-14,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,3,JM Bairstow,MA Chidambaram Stadium,Umpire A,Umpire B
605,2017,Mohali,2017-04-22,Gujarat Titans,Punjab Kings,Punjab Kings,bat,normal,0,Gujarat Titans,25,0,JM Bairstow,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
606,2017,Delhi,2017-04-17,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,normal,0,Sunrisers Hyderabad,0,4,V Kohli,Arun Jaitley Stadium,Umpire A,Umpire B
607,2017,Mohali,2017-04-21,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,41,0,Q de Kock,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
608,2017,Ahmedabad,2017-04-17,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,65,0,V Kohli,Narendra Modi Stadium,Umpire A,Umpire B
609,2017,Ahmedabad,2017-04-17,Punjab Kings,Chennai Super Kings,Punjab Kings,field,normal,0,Punjab Kings,0,7,IS Sodhi,Narendra Modi Stadium,Umpire A,Umpire B
610,2017,Mumbai,2017-04-07,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,normal,0,Gujarat Titans,78,0,AB de Villiers,Wankhede Stadium,Umpire A,Umpire B
611,2017,Ahmedabad,2017-04-16,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,KL Rahul,Narendra Modi Stadium,Umpire A,Umpire B
612,2017,Jaipur,2017-04-04,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,RR Pant,Sawai Mansingh Stadium,Umpire A,Umpire B
613,2017,Kolkata,2017-04-02,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,58,0,IS Sodhi,Eden Gardens,Umpire A,Umpire B
614,2017,Jaipur,2017-04-28,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,22,0,DA Warner,Sawai Mansingh Stadium,Umpire A,Umpire B
615,2017,Kolkata,2017-04-22,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Delhi Capitals,68,0,MS Dhoni,Eden Gardens,Umpire A,Umpire B
616,2017,Chennai,2017-04-07,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,0,Punjab Kings,41,0,G Gambhir,MA Chidambaram Stadium,Umpire A,Umpire B
617,2017,Mumbai,2017-04-28,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Royal Challengers Bangalore,0,8,RR Pant,Wankhede Stadium,Umpire A,Umpire B
618,2017,Mumbai,2017-04-05,Mumbai Indians,Gujarat Titans,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,KL Rahul,Wankhede Stadium,Umpire A,Umpire B
619,2017,Bangalore,2017-04-15,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,no result,0,,0,0,V Kohli,M Chinnaswamy Stadium,Umpire A,Umpire B
620,2017,Chennai,2017-04-15,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,0,6,RR Pant,MA Chidambaram Stadium,Umpire A,Umpire B
621,2017,Mohali,2017-04-23,Punjab Kings,Gujarat Titans,Gujarat Titans,bat,normal,0,Gujarat Titans,52,0,RG Sharma,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
622,2017,Hyderabad,2017-04-15,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Rajasthan Royals,0,9,DA Warner,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
623,2017,Chennai,2017-04-03,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,normal,0,Mumbai Indians,0,6,MS Dhoni,MA Chidambaram Stadium,Umpire A,Umpire B
624,2017,Delhi,2017-04-17,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,15,0,KS Williamson,Arun Jaitley Stadium,Umpire A,Umpire B
625,2017,Bangalore,2017-04-20,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,46,0,HH Pandya,M Chinnaswamy Stadium,Umpire A,Umpire B
626,2017,Bangalore,2017-04-22,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,field,normal,0,Rajasthan Royals,0,9,KL Rahul,M Chinnaswamy Stadium,Umpire A,Umpire B
627,2017,Kolkata,2017-04-19,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,17,0,RR Pant,Eden Gardens,Umpire A,Umpire B
628,2017,Chennai,2017-04-13,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,19,0,S Dhawan,MA Chidambaram Stadium,Umpire A,Umpire B
629,2017,Delhi,2017-04-29,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,4,AB de Villiers,Arun Jaitley Stadium,Umpire A,Umpire B
630,2017,Mohali,2017-04-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,normal,0,Mumbai Indians,0,3,Q de Kock,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
631,2017,Delhi,2017-04-19,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,9,G Gambhir,Arun Jaitley Stadium,Umpire A,Umpire B
632,2017,Mumbai,2017-04-23,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,1,AB de Villiers,Wankhede Stadium,Umpire A,Umpire B
633,2017,Mumbai,2017-04-11,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,27,0,JM Bairstow,Wankhede Stadium,Umpire A,Umpire B
634,2017,Hyderabad,2017-04-22,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,0,Kolkata Knight Riders,0,2,G Gambhir,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
635,2017,Pune,2017-04-10,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,2,G Gambhir,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
636,2017,Kolkata,2017-04-14,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,42,0,KL Rahul,Eden Gardens,Umpire A,Umpire B
637,2017,Pune,2017-04-12,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,DA Warner,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
638,2017,Bangalore,2017-04-09,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,0,Delhi Capitals,70,0,KS Williamson,M Chinnaswamy Stadium,Umpire A,Umpire B
639,2017,Chennai,2017-04-04,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,68,0,SR Watson,MA Chidambaram Stadium,Umpire A,Umpire B
640,2017,Mumbai,2017-04-18,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,68,0,SR Watson,Wankhede Stadium,Umpire A,Umpire B
641,2017,Kolkata,2017-04-22,Gujarat Titans,Delhi Capitals,Gujarat Titans,bat,normal,0,Gujarat Titans,73,0,CH Gayle,Eden Gardens,Umpire A,Umpire B
642,2017,Ahmedabad,2017-04-02,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,0,3,HH Pandya,Narendra Modi Stadium,Umpire A,Umpire B
643,2017,Mohali,2017-04-07,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,no result,0,,0,0,V Kohli,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
644,2017,Mohali,2017-04-08,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,3,AM Rahane,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
645,2017,Delhi,2017-04-03,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,2,JM Bairstow,Arun Jaitley Stadium,Umpire A,Umpire B
646,2017,Mohali,2017-04-15,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,64,0,S Dhawan,Punjab Cricket Association IS Bindra Stadium,Umpire A,Umpire B
647,2017,Ahmedabad,2017-04-16,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,0,6,S Dhawan,Narendra Modi Stadium,Umpire A,Umpire B
648,2017,Delhi,2017-04-18,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,bat,normal,0,Lucknow Super Giants,51,0,V Kohli,Arun Jaitley Stadium,Umpire A,Umpire B
649,2017,Chennai,2017-04-26,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,1,JM Bairstow,MA Chidambaram Stadium,Umpire A,Umpire B
650,2017,Chennai,2017-04-26,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Rajasthan Royals,12,0,V Kohli,MA Chidambaram Stadium,Umpire A,Umpire B
651,2017,Kolkata,2017-04-23,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,2,AB de Villiers,Eden Gardens,Umpire A,Umpire B
652,2017,Hyderabad,2017-04-25,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,0,4,AM Rahane,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
653,2017,Delhi,2017-04-17,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,normal,0,Delhi Capitals,46,0,Q de Kock,Arun Jaitley Stadium,Umpire A,Umpire B
654,2017,Ahmedabad,2017-04-18,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,SR Watson,Narendra Modi Stadium,Umpire A,Umpire B
655,2017,Bangalore,2017-04-27,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,normal,0,Rajasthan Royals,37,0,AM Rahane,M Chinnaswamy Stadium,Umpire A,Umpire B
656,2017,Kolkata,2017-04-11,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,0,2,JM Bairstow,Eden Gardens,Umpire A,Umpire B
657,2017,Hyderabad,2017-04-12,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,RR Pant,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
658,2017,Ahmedabad,2017-04-01,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,62,0,SR Watson,Narendra Modi Stadium,Umpire A,Umpire B
659,2017,Bangalore,2017-04-19,Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,no result,0,,0,0,JM Bairstow,M Chinnaswamy Stadium,Umpire A,Umpire B
660,2017,Pune,2017-04-06,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,AB de Villiers,Maharashtra Cricket Association Stadium,Umpire A,Umpire B
661,2017,Hyderabad,2017-04-08,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,bat,normal,0,Chennai Super Kings,79,0,SR Watson,Rajiv Gandhi International Cricket Stadium,Umpire A,Umpire B
662,2017,Chennai,2017-04-03,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,44,0,JM Bairstow,MA Chidambaram Stadium,Umpire A,Umpire B
663,2017,Bangalore,2017-04-18,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,0,2,CH Gayle,M Chinnaswamy Stadium,Umpire A,Umpire B
664,2017,Bangalore,2017-04-27,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,no result,0,,0,0,KL Rahul,M Chinnaswamy Stadium,Umpire A,Umpire B
665,2017,Jaipur,2017-04-06,Punjab Kings,Chennai Super Kings,Punjab Kings,field,normal,0,Chennai Super Kings,0,1,DA Warner,Sawai Mansingh Stadium,Umpire A,Umpire B
666,2017,Mumbai,2017-04-17,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,no result,0,,0,0,SR Watson,Wankhede Stadium,Umpire A,Umpire B
